FullTitle,CurrentCoords_x,CurrentCoords_y,ArmySize,HomeCoords_x,HomeCoords_y,State,Energy,Despondency,Recklessness,Liege,Foe,KilledBattle128,LostBattle128,ArmySize128,FortressOwner128,CharFlags1_LookDirection,CharFlags1_TimeOfDay,CharFlags2_orders,CharFlags3_InBattle,CharFlags3_InTunnel,CharFlags3_KilledFoe,CharFlags3_Loyalty,CharFlags3_UsedObject,CharFlags3_WonBattle
Careneon the Barbarian,5,89,1000,10,88,Alive,161,244,140,Kahudrarg the Barbarian,Thorarg the Giant,0,0,1275,114,S,Night,9,False,False,False,Barbarians,False,False
Varangrand the Barbarian,5,90,1000,17,88,Alive,191,196,160,Kahudrarg the Barbarian,Thigrak the Dwarf,0,0,1275,115,S,Night,8,False,False,False,Barbarians,False,False
Imgorthand the Fey,51,77,1250,62,88,Alive,150,226,190,Imorthorn the Fey,Glireon the Icelord,0,0,1120,116,NW,Night,6,False,False,False,Fey,False,False
Lorangrim the Fey,51,77,1080,46,90,Alive,227,226,150,Imgorthand the Fey,Imgaril the Icelord,0,0,1275,117,NW,Night,6,False,False,False,Fey,False,False
Tharand the Fey,25,72,1030,27,93,Alive,240,250,130,Carorthane the Fey,Anvarorn the Icelord,0,0,1275,118,NW,Night,7,False,False,False,Fey,False,False
Torinarg the Barbarian,5,89,1000,2,94,Alive,227,250,180,Careneon the Barbarian,Ulformane the Giant,0,0,1275,119,S,Night,8,False,False,False,Barbarians,False,False
Imorthesh the Fey,51,77,1030,48,94,Alive,227,226,150,Lorangrim the Fey,Lorelorn the Icelord,0,0,1275,120,NW,Night,6,False,False,False,Fey,False,False
Anvortheon the Barbarian,5,89,1000,14,95,Alive,227,220,160,Careneon the Barbarian,Hagudril the Dwarf,0,0,1275,121,S,17,8,False,False,False,Barbarians,False,False
Obireon the Fey,51,77,1180,63,95,Alive,199,226,170,Imgorthand the Fey,Carorthad the Icelord,0,0,1275,122,NW,Night,6,False,False,False,Fey,False,False
Obigrorn the Giant,20,29,1000,13,25,Alive,243,244,190,Varangrim the Giant,Thatruk the Dwarf,0,0,1275,123,SE,Night,13,False,False,False,Giants,False,False
Imgasharg the Icelord,34,39,1000,35,25,Alive,215,250,170,Berudrarg the Icelord,Thormand the Fey,0,0,1275,124,SW,Night,11,False,False,False,Heartstealer,False,False
Thangrarg the Icelord,31,42,1000,43,25,Alive,223,250,180,Glireon the Icelord,Imorthesh the Fey,0,0,1275,125,SW,Night,11,False,False,False,Heartstealer,False,False
Kahudrak the Barbarian,19,57,1000,19,72,Alive,215,214,180,Lorangrorn the Barbarian,Berormane the Fey,0,0,1275,126,S,Night,8,False,False,False,Barbarians,False,False
Carorthand the Fey,25,48,885,28,73,Alive,183,240,190,Imorthorn the Fey,Talormane the Icelord,75,145,1275,127,N,26,6,False,False,False,Fey,False,False
