FullTitle,CurrentCoords_x,CurrentCoords_y,ArmySize,HomeCoords_x,HomeCoords_y,State,Energy,Despondency,Recklessness,Liege,Foe,KilledBattle128,LostBattle128,ArmySize128,FortressOwner128,CharFlags1_LookDirection,CharFlags1_TimeOfDay,CharFlags2_orders,CharFlags3_InBattle,CharFlags3_InTunnel,CharFlags3_KilledFoe,CharFlags3_Loyalty,CharFlags3_UsedObject,CharFlags3_WonBattle
Torelorn the Dwarf,32,55,1080,32,55,Alive,204,226,140,Glormane the Dwarf,Thangrorn the Giant,0,0,1120,82,SW,Dawn,15,False,False,False,Dwarfs,False,False
Thatruk the Dwarf,35,55,1080,35,55,Alive,225,244,160,Torelorn the Dwarf,Torinarg the Barbarian,0,0,1120,83,NE,Dawn,15,False,False,False,Dwarfs,False,False
Carormand the Barbarian,13,51,1080,8,56,Alive,211,250,200,-,Lorangrarg the Dwarf,0,0,1220,84,NE,Night,8,False,False,False,Barbarians,False,False
Lorangrarg the Dwarf,47,56,1100,47,56,Alive,255,250,170,Glormane the Dwarf,Carorthane the Fey,0,0,1020,85,N,Dawn,15,False,False,False,Dwarfs,False,False
Thelak the Dwarf,23,58,1080,23,58,Alive,255,250,150,Torelorn the Dwarf,Glormeon the Giant,0,0,1120,86,N,Dawn,15,False,False,False,Dwarfs,False,False
Imangruk the Dwarf,49,60,1080,49,60,Alive,255,250,150,Lorangrarg the Dwarf,Morildrane the Fey,0,0,1120,87,N,Dawn,15,False,False,False,Dwarfs,False,False
Gligril the Dwarf,51,59,1000,60,60,Alive,215,250,130,Ulfangrak the Dwarf,Kahudrarg the Barbarian,0,0,1200,88,NW,Night,15,False,False,False,Dwarfs,False,False
Thangrad the Barbarian,8,60,1000,11,61,Alive,255,250,170,Lorangrorn the Barbarian,Thudrun the Dwarf,0,0,1200,89,W,Dawn,8,False,False,False,Barbarians,False,False
Imulorn the Dwarf,32,62,1080,32,62,Alive,255,250,180,Thigrak the Dwarf,Varangrand the Barbarian,0,0,1120,90,N,Dawn,15,False,False,False,Dwarfs,False,False
Thigrak the Dwarf,41,59,1080,44,62,Alive,235,232,190,Glormane the Dwarf,Anvildrak the Giant,0,0,1220,91,NW,Dawn,15,False,False,False,Dwarfs,False,False
Lorangrorn the Barbarian,11,57,1000,6,64,Alive,215,250,180,Carormand the Barbarian,Imgorthand the Fey,0,0,1200,92,NE,Night,8,False,False,False,Barbarians,False,False
Varatrarg the Barbarian,15,57,1000,26,66,Alive,147,250,150,Lorangrorn the Barbarian,Ushangrane the Icelord,0,0,1200,93,NW,Night,8,False,False,False,Barbarians,False,False
Imelorn the Dwarf,41,59,1000,53,66,Alive,170,196,140,Thigrak the Dwarf,Anvortheon the Barbarian,0,0,1200,94,W,Night,15,False,False,False,Dwarfs,False,False
Ulfangrak the Dwarf,47,56,1180,61,66,Alive,180,250,130,Thigrak the Dwarf,Obigrorn the Giant,0,0,1250,95,NW,Night,15,False,False,False,Dwarfs,False,False
Thorthak the Barbarian,9,59,1000,1,67,Alive,231,238,170,Imgorad the Barbarian,Glortheon the Giant,0,0,1200,96,NE,Dawn,9,False,False,False,Barbarians,False,False
Thormand the Fey,36,64,1000,29,67,Alive,190,214,180,Imorthorn the Fey,Kahangrorn the Icelord,0,0,1200,97,S,Night,6,False,False,False,Fey,False,False
Anvorthun the Barbarian,18,59,1000,7,70,Alive,255,238,140,Imgorad the Barbarian,Berangrorn the Dwarf,0,0,1200,98,NE,Dawn,8,False,False,False,Barbarians,False,False
Imgormand the Fey,50,81,1000,42,71,Alive,219,226,150,Morildrane the Fey,Imgorarg the Dwarf,0,0,1200,99,E,Night,6,False,False,False,Fey,False,False
Carorthorn the Fey,59,71,1080,59,71,Alive,255,250,180,Lorangriel the Fey,Varormane the Icelord,0,0,1120,100,N,Dawn,6,False,False,False,Fey,False,False
Imgorad the Barbarian,2,74,1180,2,74,Alive,255,250,200,-,Carangrane the Giant,0,0,1220,101,N,Dawn,8,False,False,False,Barbarians,False,False
Tororthane the Fey,36,71,1050,35,74,Alive,227,250,150,Imorthorn the Fey,Malormun the Icelord,0,0,1150,102,N,Night,7,False,False,False,Fey,False,False
Imorthorn the Fey,41,65,1080,31,75,Alive,231,244,200,-,Shareth the Heartstealer,0,0,1220,103,NE,Night,6,False,False,False,Fey,False,False
Berormorn the Fey,22,78,1050,17,77,Alive,225,250,160,Carorthane the Fey,Kahangriel the Icelord,0,0,1150,104,E,Night,6,False,False,False,Fey,False,False
Firak the Barbarian,7,79,1080,7,79,Alive,255,250,140,Imgorad the Barbarian,Thigrak the Dwarf,0,0,1120,105,N,Dawn,8,False,False,False,Barbarians,False,False
Morildrane the Fey,54,81,1180,45,79,Alive,219,220,200,Lorangriel the Fey,Tarithel the Fey,0,0,1250,106,E,17,6,False,False,False,Fey,False,False
Thigrand the Fey,25,78,1050,28,80,Alive,237,250,150,Carorthane the Fey,Malirane the Icelord,0,0,1150,107,W,Night,7,False,False,False,Fey,False,False
Kahudrarg the Barbarian,2,89,1000,11,81,Alive,235,250,180,Imgorad the Barbarian,Luxor the Moonprince,0,0,1200,108,NW,Night,8,False,False,False,Barbarians,False,False
Lorangriel the Fey,58,85,1100,54,81,Alive,225,250,190,Imgorthand the Fey,Malisane the Icelord,0,0,1070,109,SE,Night,6,False,False,False,Fey,False,False
Carorthane the Fey,27,75,1080,20,82,Alive,235,250,170,Imorthorn the Fey,Glormarg the Icelord,0,0,1220,110,NE,Night,6,False,False,False,Fey,False,False
Thorthand the Fey,52,85,1050,49,84,Alive,235,250,130,Lorangriel the Fey,Imgorarg the Dwarf,0,0,1150,111,E,Night,7,False,False,False,Fey,False,False
Berormane the Fey,46,86,1050,42,87,Alive,215,232,160,Lorangrim the Fey,Zarashand the Icelord,0,0,1150,112,E,Night,6,False,False,False,Fey,False,False
Imgormiel the Fey,59,85,1000,57,87,Alive,211,250,110,Imgorthand the Fey,Kahudrak the Barbarian,0,0,1200,113,NE,18,7,False,False,False,Fey,False,False
Careneon the Barbarian,2,89,1000,10,88,Alive,224,244,140,Kahudrarg the Barbarian,Thorarg the Giant,0,0,1200,114,NW,Night,9,False,False,False,Barbarians,False,False
Varangrand the Barbarian,4,89,1000,17,88,Alive,211,196,160,Kahudrarg the Barbarian,Thigrak the Dwarf,0,0,1200,115,W,Night,8,False,False,False,Barbarians,False,False
Imgorthand the Fey,55,81,1080,62,88,Alive,205,250,190,Imorthorn the Fey,Glireon the Icelord,0,0,1220,116,NW,Night,6,False,False,False,Fey,False,False
Lorangrim the Fey,55,81,1080,46,90,Alive,231,250,150,Imgorthand the Fey,Imgaril the Icelord,0,0,1220,117,NE,Night,6,False,False,False,Fey,False,False
Tharand the Fey,27,87,1030,27,93,Alive,240,250,130,Carorthane the Fey,Anvarorn the Icelord,0,0,1170,118,NE,Night,7,False,False,False,Fey,False,False
Torinarg the Barbarian,2,89,1000,2,94,Alive,243,250,180,Careneon the Barbarian,Ulformane the Giant,0,0,1200,119,NW,Night,8,False,False,False,Barbarians,False,False
Imorthesh the Fey,53,87,1030,48,94,Alive,223,250,150,Lorangrim the Fey,Lorelorn the Icelord,0,0,1170,120,NE,Night,6,False,False,False,Fey,False,False
Anvortheon the Barbarian,2,89,1000,14,95,Alive,243,220,160,Careneon the Barbarian,Hagudril the Dwarf,0,0,1200,121,NW,28,8,False,False,False,Barbarians,False,False
Obireon the Fey,56,88,1030,63,95,Alive,227,250,170,Imgorthand the Fey,Carorthad the Icelord,0,0,1170,122,NW,Night,6,False,False,False,Fey,False,False
Obigrorn the Giant,12,24,1000,13,25,Alive,243,250,190,Varangrim the Giant,Thatruk the Dwarf,0,0,1150,123,S,25,13,False,False,False,Giants,False,False
Imgasharg the Icelord,48,28,1000,35,25,Alive,247,250,170,Berudrarg the Icelord,Thormand the Fey,0,0,1200,124,N,15,11,False,False,False,Heartstealer,False,False
Thangrarg the Icelord,47,24,1000,43,25,Alive,231,250,180,Glireon the Icelord,Imorthesh the Fey,0,0,1200,125,N,Night,11,False,False,False,Heartstealer,False,False
Kahudrak the Barbarian,11,58,1000,19,72,Alive,235,214,180,Lorangrorn the Barbarian,Berormane the Fey,0,0,1200,126,N,Night,8,False,False,False,Barbarians,False,False
Carorthand the Fey,36,66,1030,28,73,Alive,239,250,190,Imorthorn the Fey,Talormane the Icelord,0,0,1170,127,NE,Night,6,False,False,False,Fey,False,False
