FullTitle,CurrentCoords_x,CurrentCoords_y,ArmySize,HomeCoords_x,HomeCoords_y,State,Energy,Despondency,Recklessness,Liege,Foe,KilledBattle128,LostBattle128,ArmySize128,FortressOwner128,CharFlags1_LookDirection,CharFlags1_TimeOfDay,CharFlags2_orders,CharFlags3_InBattle,CharFlags3_InTunnel,CharFlags3_KilledFoe,CharFlags3_Loyalty,CharFlags3_UsedObject,CharFlags3_WonBattle
Glororn the Icelord,42,31,1000,53,14,Alive,191,250,150,Talorthane the Icelord,Morildrane the Fey,0,0,1275,27,SW,Night,10,False,False,False,Heartstealer,False,False
Malorthand the Icelord,29,22,975,33,15,Alive,240,250,110,Lorelorn the Icelord,Rorthron the Wise,0,0,1275,28,E,Night,11,False,False,False,Heartstealer,False,False
Varangrim the Giant,15,29,1080,17,17,Alive,239,244,200,Carangrane the Giant,Lorelorn the Icelord,0,0,1275,29,SW,Night,13,False,False,False,Giants,False,False
Sigrorn the Icelord,29,22,990,28,17,Alive,246,250,150,Malorthand the Icelord,Ulformane the Giant,0,0,1275,30,E,19,10,False,False,False,Heartstealer,False,False
Hagudrak the Icelord,47,26,1000,37,18,Alive,243,250,170,Berudrarg the Icelord,Thorthand the Fey,0,0,1270,31,S,16,10,False,False,False,Heartstealer,False,False
Berudrarg the Icelord,42,31,1000,44,19,Alive,210,250,180,Glireon the Icelord,Luxor the Moonprince,0,0,1275,32,SW,Night,10,False,False,False,Heartstealer,False,False
Imgudrorn the Icelord,41,32,1030,59,19,Alive,227,250,180,Talorthane the Icelord,Berormorn the Fey,0,0,1275,33,SW,Night,10,False,False,False,Heartstealer,False,False
Talorthane the Icelord,38,35,1000,53,20,Alive,234,250,200,Fangrorn the Icelord,Imgormand the Fey,0,0,1275,34,SW,Night,10,False,False,False,Heartstealer,False,False
Morangrim the Icelord,29,22,1000,30,21,Alive,243,250,160,Malorthand the Icelord,Ganigrorn the Giant,0,0,1275,35,E,19,10,False,False,False,Heartstealer,False,False
Obortharg the Giant,18,26,1050,11,22,Alive,243,250,180,Obigrorn the Giant,Sigrorn the Icelord,0,0,1275,36,E,Night,13,False,False,False,Giants,False,False
Glortheon the Giant,15,29,1030,26,22,Alive,239,226,200,Varangrim the Giant,Malorthand the Icelord,0,0,100,28,SW,Night,13,False,False,False,Giants,False,False
Ulfangruk the Icelord,43,30,1000,37,22,Alive,239,250,190,Berudrarg the Icelord,Carorthorn the Fey,0,0,1275,38,SW,Night,11,False,False,False,Heartstealer,False,False
Malarorn the Icelord,42,31,1000,42,22,Alive,240,250,170,Berudrarg the Icelord,Berormane the Fey,0,0,1275,39,SW,30,10,False,False,False,Heartstealer,False,False
Ganormarg the Icelord,38,35,1000,61,23,Alive,211,250,180,Talorthane the Icelord,Carorthand the Fey,0,0,1275,40,SW,Night,10,False,False,False,Heartstealer,False,False
Berorthim the Giant,18,26,1050,6,25,Alive,243,220,150,Obigrorn the Giant,Thangrarg the Icelord,0,0,1275,41,E,30,13,False,False,False,Giants,False,False
Firim the Icelord,38,35,1000,55,25,Alive,219,250,160,Ganormarg the Icelord,Tororthane the Fey,0,0,1275,42,SW,Night,10,False,False,False,Heartstealer,False,False
Glireon the Icelord,38,35,1000,47,26,Alive,234,250,190,Fangrorn the Icelord,Lorangrim the Fey,0,0,1020,43,SW,Night,10,False,False,False,Heartstealer,False,False
Kahangriel the Icelord,47,26,1050,31,27,Alive,235,250,170,Imgasharg the Icelord,Thigrand the Fey,0,0,1275,44,S,16,10,False,False,False,Heartstealer,False,False
Kahudruk the Icelord,38,35,1100,59,27,Alive,190,250,150,Ganormarg the Icelord,Tharand the Fey,0,0,1220,45,SW,Night,10,False,False,False,Heartstealer,False,False
Lororthane the Icelord,43,30,1050,38,28,Alive,243,250,180,Thangrarg the Icelord,Obireon the Fey,0,0,1275,46,SW,24,10,False,False,False,Heartstealer,False,False
Malirane the Icelord,38,36,1050,46,28,Alive,234,250,190,Glormarg the Icelord,Lorangrarg the Dwarf,0,0,1275,47,W,29,10,False,False,False,Heartstealer,False,False
Kahudrun the Icelord,47,26,1230,28,29,Alive,223,250,200,Imgasharg the Icelord,Carorthane the Fey,0,0,1275,48,S,18,10,False,False,False,Heartstealer,False,False
Ulformane the Giant,15,29,1030,24,30,Alive,239,232,190,Imgenarg the Giant,Thortheon the Barbarian,0,0,1275,49,SW,Night,13,False,False,False,Giants,False,False
Hagildrorn the Dwarf,20,43,1000,31,30,Alive,95,238,180,Imgorarg the Dwarf,Berorthim the Giant,0,0,1275,50,SW,12,15,False,False,False,Dwarfs,False,False
Thildresh the Icelord,38,36,1100,42,30,Alive,195,250,150,Glormarg the Icelord,Ulfangrak the Dwarf,0,0,1220,51,W,Night,10,False,False,False,Heartstealer,False,False
Glormarg the Icelord,34,40,1000,46,31,Alive,231,250,200,Shareth the Heartstealer,Glormane the Dwarf,0,0,1275,52,SW,Night,10,False,False,False,Heartstealer,False,False
Carorand the Icelord,40,36,1000,56,31,Alive,223,250,140,Carangresh the Icelord,Glortharg the Barbarian,0,0,1275,53,W,29,10,False,False,False,Heartstealer,False,False
Carangrane the Giant,18,34,1080,6,32,Alive,199,214,200,-,Glireon the Icelord,0,0,1270,54,SE,Night,13,False,False,False,Giants,False,False
Thangrorn the Giant,16,29,1130,2,33,Alive,235,220,160,Carangrane the Giant,Hagudril the Dwarf,0,0,1275,55,SE,Night,13,False,False,False,Giants,False,False
Malormun the Icelord,34,40,1000,45,33,Alive,195,250,170,Glormarg the Icelord,Imelorn the Dwarf,0,0,1275,56,SW,Night,10,False,False,False,Heartstealer,False,False
Varormane the Icelord,40,36,1000,60,33,Alive,234,250,180,Carangresh the Icelord,Kahudrarg the Barbarian,0,0,1275,57,W,Night,10,False,False,False,Heartstealer,False,False
Imgenarg the Giant,18,32,1000,13,34,Alive,239,220,180,Carangrane the Giant,Glormane the Dwarf,0,0,1275,58,SE,Night,13,False,False,False,Giants,False,False
Thorarg the Giant,15,29,1030,21,34,Alive,230,232,150,Ulformane the Giant,Imgorarg the Dwarf,0,0,1275,59,SW,Night,13,False,False,False,Giants,False,False
Thirium the Icelord,37,39,1080,54,35,Alive,239,250,180,Glormarg the Icelord,Carorthay the Dwarf,0,0,1270,60,SW,Night,10,False,False,False,Heartstealer,False,False
Fenarg the Icelord,37,39,1030,49,37,Alive,210,250,130,Thirium the Icelord,Gludreon the Dwarf,0,0,1275,61,SW,Night,11,False,False,False,Heartstealer,False,False
Imgorarg the Dwarf,17,49,1000,34,38,Alive,170,196,200,-,Luxor the Moonprince,0,0,1275,62,NE,Dawn,15,False,False,False,Dwarfs,False,False
Torelak the Giant,18,32,1000,17,39,Alive,239,220,180,Imgenarg the Giant,Thelak the Dwarf,0,0,1275,63,SE,Night,13,False,False,False,Giants,False,False
Torormarg the Dwarf,17,49,785,31,39,Alive,175,190,150,Imgorarg the Dwarf,Obortharg the Giant,145,100,1275,64,SW,Dawn,15,False,False,False,Dwarfs,False,False
Ushangrane the Icelord,37,39,1030,55,39,Alive,239,250,170,Thirium the Icelord,Imgorarg the Dwarf,0,0,1275,65,SW,Night,10,False,False,False,Heartstealer,False,False
Fangrorn the Icelord,34,39,1230,51,40,Alive,236,250,200,Shareth the Heartstealer,Imorthorn the Fey,0,0,1275,66,SW,Night,10,False,False,False,Heartstealer,False,False
Carangresh the Icelord,37,39,1100,62,40,Alive,227,250,180,Thirium the Icelord,Imgorad the Barbarian,0,0,1275,67,SW,Night,10,False,False,False,Heartstealer,False,False
Anvildrak the Giant,17,33,1000,7,41,Alive,235,226,190,Carangrane the Giant,Luxor the Moonprince,0,0,1275,68,SE,Night,13,False,False,False,Giants,False,False
Anvarorn the Icelord,34,39,1000,48,41,Alive,215,250,170,Fangrorn the Icelord,Thelak the Dwarf,0,0,1275,69,SW,Night,10,False,False,False,Heartstealer,False,False
Hagudril the Dwarf,50,53,1030,44,43,Alive,150,184,160,Carorthay the Dwarf,Ganormarg the Icelord,0,0,1275,70,SW,Night,15,False,False,False,Dwarfs,False,False
Ganigrorn the Giant,18,32,1000,19,44,Alive,200,250,160,Imgenarg the Giant,Anvorthun the Barbarian,0,0,1275,71,E,22,13,False,False,False,Giants,False,False
Berangrorn the Dwarf,25,43,1130,23,44,Alive,215,238,180,Glormane the Dwarf,Carangresh the Icelord,0,0,1220,72,E,Night,15,False,False,False,Dwarfs,False,False
Fenorn the Giant,17,33,1000,8,45,Alive,230,238,190,Anvildrak the Giant,Carorthand the Fey,0,0,1275,73,SE,Night,13,False,False,False,Giants,False,False
Sildrorn the Giant,17,33,1000,1,46,Alive,235,226,180,Anvildrak the Giant,Imgorad the Barbarian,0,0,1275,74,SE,Night,13,False,False,False,Giants,False,False
Carorthay the Dwarf,47,51,1100,52,46,Alive,99,214,180,Lorangrarg the Dwarf,Glormarg the Icelord,0,0,1275,75,NW,Night,15,False,False,False,Dwarfs,False,False
Glortharg the Barbarian,2,49,1150,2,49,Alive,255,250,150,Carormand the Barbarian,Torormarg the Dwarf,0,0,1200,76,N,Dawn,8,False,False,False,Barbarians,False,False
Thortheon the Barbarian,34,66,1000,17,49,Alive,180,226,160,Carormand the Barbarian,Thormuk the Giant,0,0,1010,77,SE,Night,8,False,False,False,Barbarians,False,False
Glormane the Dwarf,23,45,1080,30,49,Alive,165,196,200,-,Talorthane the Icelord,0,0,1275,78,SW,Night,15,False,False,False,Dwarfs,False,False
Gloruk the Dwarf,23,46,1100,21,50,Alive,195,226,150,Glormane the Dwarf,Thorthak the Barbarian,0,0,1250,79,N,Night,15,False,False,False,Dwarfs,False,False
Gludreon the Dwarf,50,51,1000,63,50,Alive,150,226,140,Carorthay the Dwarf,Carorthorn the Fey,0,0,1275,80,NW,Night,15,False,False,False,Dwarfs,False,False
Thudrun the Dwarf,42,51,1100,47,52,Alive,173,226,180,Lorangrarg the Dwarf,Imgarorn the Giant,0,0,1250,81,NW,Night,15,False,False,False,Dwarfs,False,False
Torelorn the Dwarf,25,48,1100,32,55,Alive,173,214,140,Glormane the Dwarf,Thangrorn the Giant,0,0,1250,82,NW,Night,15,False,False,False,Dwarfs,False,False
Thatruk the Dwarf,29,49,1100,35,55,Alive,225,238,160,Torelorn the Dwarf,Torinarg the Barbarian,0,0,1250,83,NW,Night,15,False,False,False,Dwarfs,False,False
Carormand the Barbarian,23,51,1080,8,56,Alive,179,232,200,-,Lorangrarg the Dwarf,0,0,1275,84,E,Night,8,False,False,False,Barbarians,False,False
Lorangrarg the Dwarf,39,48,1100,47,56,Alive,185,232,170,Glormane the Dwarf,Carorthane the Fey,0,0,1170,85,NW,Night,15,False,False,False,Dwarfs,False,False
Thelak the Dwarf,25,52,1100,23,58,Alive,215,238,150,Torelorn the Dwarf,Glormeon the Giant,0,0,1250,86,N,Night,15,False,False,False,Dwarfs,False,False
Imangruk the Dwarf,42,53,1080,49,60,Alive,175,226,150,Lorangrarg the Dwarf,Morildrane the Fey,0,0,1270,87,NW,Night,15,False,False,False,Dwarfs,False,False
Gligril the Dwarf,48,57,1000,60,60,Alive,185,250,130,Ulfangrak the Dwarf,Kahudrarg the Barbarian,0,0,1275,88,NW,Night,15,False,False,False,Dwarfs,False,False
Thangrad the Barbarian,17,51,1000,11,61,Alive,219,250,170,Lorangrorn the Barbarian,Thudrun the Dwarf,0,0,1275,89,NE,Night,8,False,False,False,Barbarians,False,False
Imulorn the Dwarf,35,59,980,32,62,Alive,220,244,180,Thigrak the Dwarf,Varangrand the Barbarian,300,150,1220,90,NE,Night,15,False,False,False,Dwarfs,False,False
Thigrak the Dwarf,34,52,1080,44,62,Alive,180,208,190,Glormane the Dwarf,Anvildrak the Giant,0,0,1275,91,NW,Night,15,False,False,False,Dwarfs,False,False
Lorangrorn the Barbarian,20,51,1000,6,64,Alive,190,250,180,Carormand the Barbarian,Imgorthand the Fey,0,0,1275,92,E,Night,8,False,False,False,Barbarians,False,False
Varatrarg the Barbarian,20,51,1000,26,66,Alive,117,250,150,Lorangrorn the Barbarian,Ushangrane the Icelord,0,0,1275,93,E,Night,8,False,False,False,Barbarians,False,False
Imelorn the Dwarf,34,52,1000,53,66,Alive,120,172,140,Thigrak the Dwarf,Anvortheon the Barbarian,0,0,1275,94,NW,Night,15,False,False,False,Dwarfs,False,False
Ulfangrak the Dwarf,44,53,1180,61,66,Alive,125,238,130,Thigrak the Dwarf,Obigrorn the Giant,0,0,1275,95,NW,Night,15,False,False,False,Dwarfs,False,False
Thorthak the Barbarian,11,57,1000,1,67,Alive,183,238,170,Imgorad the Barbarian,Glortheon the Giant,0,0,1275,96,SW,Night,9,False,False,False,Barbarians,False,False
Thormand the Fey,35,59,700,29,67,Alive,135,166,180,Imorthorn the Fey,Kahangrorn the Icelord,150,300,1275,97,NW,29,6,False,False,False,Fey,False,False
Anvorthun the Barbarian,20,56,1000,7,70,Alive,191,238,140,Imgorad the Barbarian,Berangrorn the Dwarf,0,0,1275,98,SW,Night,8,False,False,False,Barbarians,False,False
Imgormand the Fey,55,81,1050,42,71,Alive,223,220,150,Morildrane the Fey,Imgorarg the Dwarf,0,0,1275,99,N,Night,6,False,False,False,Fey,False,False
Carorthorn the Fey,59,82,1080,59,71,Alive,203,196,180,Lorangriel the Fey,Varormane the Icelord,0,0,1270,100,SE,Night,6,False,False,False,Fey,False,False
Imgorad the Barbarian,5,81,1200,2,74,Alive,239,250,200,-,Carangrane the Giant,0,0,1275,101,S,Night,8,False,False,False,Barbarians,False,False
Tororthane the Fey,35,74,1230,35,74,Alive,196,250,150,Imorthorn the Fey,Malormun the Icelord,0,0,1120,102,S,Night,7,False,False,False,Fey,False,False
Imorthorn the Fey,31,55,1080,31,75,Alive,191,220,200,-,Shareth the Heartstealer,0,0,1275,103,NW,Night,6,False,False,False,Fey,False,False
Berormorn the Fey,34,67,1050,17,77,Alive,220,250,160,Carorthane the Fey,Kahangriel the Icelord,0,0,1275,104,NE,Night,6,False,False,False,Fey,False,False
Firak the Barbarian,5,81,1100,7,79,Alive,239,250,140,Imgorad the Barbarian,Thigrak the Dwarf,0,0,1250,105,S,Night,8,False,False,False,Barbarians,False,False
Morildrane the Fey,59,85,1180,45,79,Alive,223,220,200,Lorangriel the Fey,Tarithel the Fey,0,0,1275,106,SE,Night,6,False,False,False,Fey,False,False
Thigrand the Fey,32,71,1050,28,80,Alive,221,250,150,Carorthane the Fey,Malirane the Icelord,0,0,1275,107,NE,Night,7,False,False,False,Fey,False,False
Kahudrarg the Barbarian,5,83,1000,11,81,Alive,227,250,180,Imgorad the Barbarian,Luxor the Moonprince,0,0,1275,108,N,Night,8,False,False,False,Barbarians,False,False
Lorangriel the Fey,62,88,1100,54,81,Alive,210,250,190,Imgorthand the Fey,Malisane the Icelord,0,0,1220,109,SE,26,6,False,False,False,Fey,False,False
Carorthane the Fey,31,63,1080,20,82,Alive,223,226,170,Imorthorn the Fey,Glormarg the Icelord,0,0,1275,110,N,Night,6,False,False,False,Fey,False,False
Thorthand the Fey,61,88,1050,49,84,Alive,220,250,130,Lorangriel the Fey,Imgorarg the Dwarf,0,0,1275,111,SE,Night,7,False,False,False,Fey,False,False
Berormane the Fey,59,85,1050,42,87,Alive,190,232,160,Lorangrim the Fey,Zarashand the Icelord,0,0,1275,112,E,Night,6,False,False,False,Fey,False,False
Imgormiel the Fey,57,87,1255,57,87,Alive,201,250,110,Imgorthand the Fey,Kahudrak the Barbarian,0,0,1070,113,S,26,7,False,False,False,Fey,False,False
Careneon the Barbarian,5,84,1000,10,88,Alive,198,244,140,Kahudrarg the Barbarian,Thorarg the Giant,0,0,1275,114,N,Night,9,False,False,False,Barbarians,False,False
Varangrand the Barbarian,5,83,1000,17,88,Alive,215,196,160,Kahudrarg the Barbarian,Thigrak the Dwarf,0,0,1275,115,N,Night,8,False,False,False,Barbarians,False,False
Imgorthand the Fey,59,85,1250,62,88,Alive,170,250,190,Imorthorn the Fey,Glireon the Icelord,0,0,1100,116,NW,Night,6,False,False,False,Fey,False,False
Lorangrim the Fey,59,85,1080,46,90,Alive,255,250,150,Imgorthand the Fey,Imgaril the Icelord,0,0,1275,117,SE,Dawn,6,False,False,False,Fey,False,False
Tharand the Fey,31,78,1030,27,93,Alive,240,250,130,Carorthane the Fey,Anvarorn the Icelord,0,0,1275,118,N,Night,7,False,False,False,Fey,False,False
Torinarg the Barbarian,5,84,1000,2,94,Alive,231,250,180,Careneon the Barbarian,Ulformane the Giant,0,0,1275,119,N,30,8,False,False,False,Barbarians,False,False
Imorthesh the Fey,59,85,1030,48,94,Alive,243,250,150,Lorangrim the Fey,Lorelorn the Icelord,0,0,1275,120,E,Dawn,6,False,False,False,Fey,False,False
Anvortheon the Barbarian,5,84,1000,14,95,Alive,231,220,160,Careneon the Barbarian,Hagudril the Dwarf,0,0,1275,121,N,10,8,False,False,False,Barbarians,False,False
Obireon the Fey,59,85,1180,63,95,Alive,207,250,170,Imgorthand the Fey,Carorthad the Icelord,0,0,1275,122,NW,Night,6,False,False,False,Fey,False,False
Obigrorn the Giant,15,29,1000,13,25,Alive,239,244,190,Varangrim the Giant,Thatruk the Dwarf,0,0,1275,123,SW,Night,13,False,False,False,Giants,False,False
Imgasharg the Icelord,43,30,1000,35,25,Alive,239,250,170,Berudrarg the Icelord,Thormand the Fey,0,0,1275,124,SW,Night,11,False,False,False,Heartstealer,False,False
Thangrarg the Icelord,39,34,1000,43,25,Alive,231,250,180,Glireon the Icelord,Imorthesh the Fey,0,0,1275,125,SW,Night,11,False,False,False,Heartstealer,False,False
Kahudrak the Barbarian,20,51,1000,19,72,Alive,215,214,180,Lorangrorn the Barbarian,Berormane the Fey,0,0,1275,126,E,Night,8,False,False,False,Barbarians,False,False
Carorthand the Fey,31,55,1030,28,73,Alive,191,220,190,Imorthorn the Fey,Talormane the Icelord,0,0,1275,127,NW,Night,6,False,False,False,Fey,False,False
