FullTitle,CurrentCoords_x,CurrentCoords_y,ArmySize,HomeCoords_x,HomeCoords_y,State,Energy,Despondency,Recklessness,Liege,Foe,KilledBattle128,LostBattle128,ArmySize128,FortressOwner128,CharFlags1_LookDirection,CharFlags1_TimeOfDay,CharFlags2_orders,CharFlags3_InBattle,CharFlags3_InTunnel,CharFlags3_KilledFoe,CharFlags3_Loyalty,CharFlags3_UsedObject,CharFlags3_WonBattle
Varangrim the Giant,17,17,1000,17,17,Alive,255,250,200,Carangrane the Giant,Lorelorn the Icelord,0,0,1100,29,N,Dawn,13,False,False,False,Giants,False,False
Sigrorn the Icelord,30,18,1000,28,17,Alive,249,250,150,Malorthand the Icelord,Ulformane the Giant,0,0,1050,30,E,16,10,False,False,False,Heartstealer,False,False
Hagudrak the Icelord,44,19,1000,37,18,Alive,234,250,170,Berudrarg the Icelord,Thorthand the Fey,0,0,1100,31,E,Night,10,False,False,False,Heartstealer,False,False
Berudrarg the Icelord,39,24,1000,44,19,Alive,230,250,180,Glireon the Icelord,Luxor the Moonprince,0,0,1050,32,SW,Night,10,False,False,False,Heartstealer,False,False
Imgudrorn the Icelord,59,19,1000,59,19,Alive,255,250,180,Talorthane the Icelord,Berormorn the Fey,0,0,1050,33,N,Dawn,10,False,False,False,Heartstealer,False,False
Talorthane the Icelord,53,20,1000,53,20,Alive,255,250,200,Fangrorn the Icelord,Imgormand the Fey,0,0,1100,34,N,Dawn,10,False,False,False,Heartstealer,False,False
Morangrim the Icelord,30,18,1000,30,21,Alive,243,250,160,Malorthand the Icelord,Ganigrorn the Giant,0,0,1050,35,N,21,10,False,False,False,Heartstealer,False,False
Obortharg the Giant,11,22,1000,11,22,Alive,255,250,180,Obigrorn the Giant,Sigrorn the Icelord,0,0,1050,36,N,Dawn,13,False,False,False,Giants,False,False
Glortheon the Giant,26,22,1000,26,22,Alive,255,250,200,Varangrim the Giant,Malorthand the Icelord,0,0,1050,37,N,Dawn,13,False,False,False,Giants,False,False
Ulfangruk the Icelord,39,24,1000,37,22,Alive,247,250,190,Berudrarg the Icelord,Carorthorn the Fey,0,0,1050,38,SE,18,11,False,False,False,Heartstealer,False,False
Malarorn the Icelord,39,24,1000,42,22,Alive,246,250,170,Berudrarg the Icelord,Berormane the Fey,0,0,1050,39,W,20,10,False,False,False,Heartstealer,False,False
Ganormarg the Icelord,61,23,1000,61,23,Alive,255,250,180,Talorthane the Icelord,Carorthand the Fey,0,0,1050,40,N,Dawn,10,False,False,False,Heartstealer,False,False
Berorthim the Giant,9,25,1000,6,25,Alive,227,244,150,Obigrorn the Giant,Thangrarg the Icelord,0,0,1050,41,E,Night,13,False,False,False,Giants,False,False
Firim the Icelord,55,25,1000,55,25,Alive,255,250,160,Ganormarg the Icelord,Tororthane the Fey,0,0,1050,42,N,Dawn,10,False,False,False,Heartstealer,False,False
Glireon the Icelord,47,26,1000,47,26,Alive,255,250,190,Fangrorn the Icelord,Lorangrim the Fey,0,0,1100,43,N,Dawn,10,False,False,False,Heartstealer,False,False
Kahangriel the Icelord,31,27,1000,31,27,Alive,255,250,170,Imgasharg the Icelord,Thigrand the Fey,0,0,1050,44,N,Dawn,10,False,False,False,Heartstealer,False,False
Kahudruk the Icelord,59,27,1000,59,27,Alive,255,250,150,Ganormarg the Icelord,Tharand the Fey,0,0,1050,45,N,Dawn,10,False,False,False,Heartstealer,False,False
Lororthane the Icelord,38,28,1000,38,28,Alive,255,250,180,Thangrarg the Icelord,Obireon the Fey,0,0,1050,46,N,Dawn,10,False,False,False,Heartstealer,False,False
Malirane the Icelord,46,28,1000,46,28,Alive,255,250,190,Glormarg the Icelord,Lorangrarg the Dwarf,0,0,1050,47,N,Dawn,10,False,False,False,Heartstealer,False,False
Kahudrun the Icelord,28,29,1000,28,29,Alive,255,250,200,Imgasharg the Icelord,Carorthane the Fey,0,0,1050,48,N,Dawn,10,False,False,False,Heartstealer,False,False
Ulformane the Giant,24,30,1000,24,30,Alive,255,250,190,Imgenarg the Giant,Thortheon the Barbarian,0,0,1050,49,N,Dawn,13,False,False,False,Giants,False,False
Hagildrorn the Dwarf,34,33,1000,31,30,Alive,210,250,180,Imgorarg the Dwarf,Berorthim the Giant,0,0,1050,50,SE,Night,15,False,False,False,Dwarfs,False,False
Thildresh the Icelord,42,30,1000,42,30,Alive,255,250,150,Glormarg the Icelord,Ulfangrak the Dwarf,0,0,1050,51,N,Dawn,10,False,False,False,Heartstealer,False,False
Glormarg the Icelord,46,31,1000,46,31,Alive,255,250,200,Shareth the Heartstealer,Glormane the Dwarf,0,0,1100,52,N,Dawn,10,False,False,False,Heartstealer,False,False
Carorand the Icelord,56,31,1000,56,31,Alive,255,250,140,Carangresh the Icelord,Glortharg the Barbarian,0,0,1050,53,N,Dawn,10,False,False,False,Heartstealer,False,False
Carangrane the Giant,6,32,1000,6,32,Alive,255,250,200,-,Glireon the Icelord,0,0,1100,54,N,Dawn,13,False,False,False,Giants,False,False
Thangrorn the Giant,2,33,1000,2,33,Alive,255,250,160,Carangrane the Giant,Hagudril the Dwarf,0,0,1050,55,N,Dawn,13,False,False,False,Giants,False,False
Malormun the Icelord,45,33,1000,45,33,Alive,255,250,170,Glormarg the Icelord,Imelorn the Dwarf,0,0,1050,56,N,Dawn,10,False,False,False,Heartstealer,False,False
Varormane the Icelord,60,33,1000,60,33,Alive,255,250,180,Carangresh the Icelord,Kahudrarg the Barbarian,0,0,1050,57,N,Dawn,10,False,False,False,Heartstealer,False,False
Imgenarg the Giant,13,34,1000,13,34,Alive,255,250,180,Carangrane the Giant,Glormane the Dwarf,0,0,1100,58,N,Dawn,13,False,False,False,Giants,False,False
Thorarg the Giant,21,34,1000,21,34,Alive,255,250,150,Ulformane the Giant,Imgorarg the Dwarf,0,0,1050,59,N,Dawn,13,False,False,False,Giants,False,False
Thirium the Icelord,54,35,1000,54,35,Alive,255,250,180,Glormarg the Icelord,Carorthay the Dwarf,0,0,1100,60,N,Dawn,10,False,False,False,Heartstealer,False,False
Fenarg the Icelord,49,37,1000,49,37,Alive,255,250,130,Thirium the Icelord,Gludreon the Dwarf,0,0,1050,61,N,Dawn,11,False,False,False,Heartstealer,False,False
Imgorarg the Dwarf,30,42,1000,34,38,Alive,225,238,200,-,Luxor the Moonprince,0,0,1050,62,SW,Night,15,False,False,False,Dwarfs,False,False
Torelak the Giant,17,39,1000,17,39,Alive,255,250,180,Imgenarg the Giant,Thelak the Dwarf,0,0,1050,63,N,Dawn,13,False,False,False,Giants,False,False
Torormarg the Dwarf,30,42,1000,31,39,Alive,225,232,150,Imgorarg the Dwarf,Obortharg the Giant,0,0,1050,64,S,27,15,False,False,False,Dwarfs,False,False
Ushangrane the Icelord,55,39,1000,55,39,Alive,255,250,170,Thirium the Icelord,Imgorarg the Dwarf,0,0,1050,65,N,Dawn,10,False,False,False,Heartstealer,False,False
Fangrorn the Icelord,51,34,1000,51,40,Alive,237,250,200,Shareth the Heartstealer,Imorthorn the Fey,0,0,1050,66,N,Night,10,False,False,False,Heartstealer,False,False
Carangresh the Icelord,58,36,1000,62,40,Alive,239,250,180,Thirium the Icelord,Imgorad the Barbarian,0,0,1050,67,NW,Night,10,False,False,False,Heartstealer,False,False
Anvildrak the Giant,7,41,1000,7,41,Alive,255,250,190,Carangrane the Giant,Luxor the Moonprince,0,0,1100,68,N,Dawn,13,False,False,False,Giants,False,False
Anvarorn the Icelord,51,37,1000,48,41,Alive,239,250,170,Fangrorn the Icelord,Thelak the Dwarf,0,0,1050,69,N,Night,10,False,False,False,Heartstealer,False,False
Hagudril the Dwarf,44,43,1000,44,43,Alive,255,250,160,Carorthay the Dwarf,Ganormarg the Icelord,0,0,1050,70,N,Dawn,15,False,False,False,Dwarfs,False,False
Ganigrorn the Giant,15,48,1000,19,44,Alive,230,250,160,Imgenarg the Giant,Anvorthun the Barbarian,0,0,1050,71,SW,Night,13,False,False,False,Giants,False,False
Berangrorn the Dwarf,23,44,1000,23,44,Alive,255,250,180,Glormane the Dwarf,Carangresh the Icelord,0,0,1050,72,N,Dawn,15,False,False,False,Dwarfs,False,False
Fenorn the Giant,8,45,1000,8,45,Alive,255,250,190,Anvildrak the Giant,Carorthand the Fey,0,0,1050,73,N,Dawn,13,False,False,False,Giants,False,False
Sildrorn the Giant,5,42,1000,1,46,Alive,239,250,180,Anvildrak the Giant,Imgorad the Barbarian,0,0,1050,74,NE,Night,13,False,False,False,Giants,False,False
Carorthay the Dwarf,48,50,1000,52,46,Alive,213,244,180,Lorangrarg the Dwarf,Glormarg the Icelord,0,0,1050,75,SW,Night,15,False,False,False,Dwarfs,False,False
Glortharg the Barbarian,2,49,1000,2,49,Alive,255,250,150,Carormand the Barbarian,Torormarg the Dwarf,0,0,1050,76,N,Dawn,8,False,False,False,Barbarians,False,False
Thortheon the Barbarian,17,49,1000,17,49,Alive,255,250,160,Carormand the Barbarian,Thormuk the Giant,0,0,1050,77,N,Dawn,8,False,False,False,Barbarians,False,False
Glormane the Dwarf,30,49,1000,30,49,Alive,255,250,200,-,Talorthane the Icelord,0,0,1100,78,N,Dawn,15,False,False,False,Dwarfs,False,False
Gloruk the Dwarf,21,50,1000,21,50,Alive,255,250,150,Glormane the Dwarf,Thorthak the Barbarian,0,0,1050,79,N,Dawn,15,False,False,False,Dwarfs,False,False
Gludreon the Dwarf,63,50,1000,63,50,Alive,255,250,140,Carorthay the Dwarf,Carorthorn the Fey,0,0,1050,80,N,Dawn,15,False,False,False,Dwarfs,False,False
Thudrun the Dwarf,47,52,1000,47,52,Alive,255,250,180,Lorangrarg the Dwarf,Imgarorn the Giant,0,0,1050,81,N,Dawn,15,False,False,False,Dwarfs,False,False
Torelorn the Dwarf,32,55,1000,32,55,Alive,255,250,140,Glormane the Dwarf,Thangrorn the Giant,0,0,1050,82,N,Dawn,15,False,False,False,Dwarfs,False,False
Thatruk the Dwarf,35,55,1000,35,55,Alive,255,250,160,Torelorn the Dwarf,Torinarg the Barbarian,0,0,1050,83,N,Dawn,15,False,False,False,Dwarfs,False,False
Carormand the Barbarian,8,56,1000,8,56,Alive,255,250,200,-,Lorangrarg the Dwarf,0,0,1100,84,N,Dawn,8,False,False,False,Barbarians,False,False
Lorangrarg the Dwarf,47,56,1000,47,56,Alive,255,250,170,Glormane the Dwarf,Carorthane the Fey,0,0,1100,85,N,Dawn,15,False,False,False,Dwarfs,False,False
Thelak the Dwarf,23,58,1000,23,58,Alive,255,250,150,Torelorn the Dwarf,Glormeon the Giant,0,0,1050,86,N,Dawn,15,False,False,False,Dwarfs,False,False
Imangruk the Dwarf,49,60,1000,49,60,Alive,255,250,150,Lorangrarg the Dwarf,Morildrane the Fey,0,0,1050,87,N,Dawn,15,False,False,False,Dwarfs,False,False
Gligril the Dwarf,57,63,1000,60,60,Alive,230,250,130,Ulfangrak the Dwarf,Kahudrarg the Barbarian,0,0,1050,88,SW,Night,15,False,False,False,Dwarfs,False,False
Thangrad the Barbarian,15,57,1000,11,61,Alive,239,250,170,Lorangrorn the Barbarian,Thudrun the Dwarf,0,0,1050,89,NE,Night,8,False,False,False,Barbarians,False,False
Imulorn the Dwarf,32,62,1000,32,62,Alive,255,250,180,Thigrak the Dwarf,Varangrand the Barbarian,0,0,1050,90,N,Dawn,15,False,False,False,Dwarfs,False,False
Thigrak the Dwarf,44,62,1000,44,62,Alive,255,250,190,Glormane the Dwarf,Anvildrak the Giant,0,0,1100,91,N,Dawn,15,False,False,False,Dwarfs,False,False
Lorangrorn the Barbarian,8,60,1000,6,64,Alive,235,250,180,Carormand the Barbarian,Imgorthand the Fey,0,0,1050,92,N,Night,8,False,False,False,Barbarians,False,False
Varatrarg the Barbarian,23,63,1000,26,66,Alive,201,250,150,Lorangrorn the Barbarian,Ushangrane the Icelord,0,0,1050,93,NW,Night,8,False,False,False,Barbarians,False,False
Imelorn the Dwarf,49,62,1000,53,66,Alive,230,244,140,Thigrak the Dwarf,Anvortheon the Barbarian,0,0,1050,94,NW,Night,15,False,False,False,Dwarfs,False,False
Ulfangrak the Dwarf,58,63,1000,61,66,Alive,220,250,130,Thigrak the Dwarf,Obigrorn the Giant,0,0,1050,95,NW,Night,15,False,False,False,Dwarfs,False,False
Thorthak the Barbarian,3,65,1000,1,67,Alive,219,238,170,Imgorad the Barbarian,Glortheon the Giant,0,0,1050,96,NE,Night,9,False,False,False,Barbarians,False,False
Thormand the Fey,29,67,1000,29,67,Alive,255,250,180,Imorthorn the Fey,Kahangrorn the Icelord,0,0,1050,97,N,Dawn,6,False,False,False,Fey,False,False
Anvorthun the Barbarian,11,66,1000,7,70,Alive,235,244,140,Imgorad the Barbarian,Berangrorn the Dwarf,0,0,1050,98,NE,Night,8,False,False,False,Barbarians,False,False
Imgormand the Fey,45,75,1000,42,71,Alive,239,250,150,Morildrane the Fey,Imgorarg the Dwarf,0,0,1050,99,S,Night,6,False,False,False,Fey,False,False
Carorthorn the Fey,59,71,1000,59,71,Alive,255,250,180,Lorangriel the Fey,Varormane the Icelord,0,0,1050,100,N,Dawn,6,False,False,False,Fey,False,False
Imgorad the Barbarian,2,74,1000,2,74,Alive,255,250,200,-,Carangrane the Giant,0,0,1100,101,N,Dawn,8,False,False,False,Barbarians,False,False
Tororthane the Fey,35,74,1000,35,74,Alive,255,250,150,Imorthorn the Fey,Malormun the Icelord,0,0,1050,102,N,Dawn,7,False,False,False,Fey,False,False
Imorthorn the Fey,31,75,1000,31,75,Alive,255,250,200,-,Shareth the Heartstealer,0,0,1100,103,N,Dawn,6,False,False,False,Fey,False,False
Berormorn the Fey,17,77,1000,17,77,Alive,255,250,160,Carorthane the Fey,Kahangriel the Icelord,0,0,1050,104,N,Dawn,6,False,False,False,Fey,False,False
Firak the Barbarian,7,79,1000,7,79,Alive,255,250,140,Imgorad the Barbarian,Thigrak the Dwarf,0,0,1050,105,N,Dawn,8,False,False,False,Barbarians,False,False
Morildrane the Fey,42,77,1000,45,79,Alive,231,232,200,Lorangriel the Fey,Tarithel the Fey,0,0,1050,106,W,Night,6,False,False,False,Fey,False,False
Thigrand the Fey,28,80,1000,28,80,Alive,255,250,150,Carorthane the Fey,Malirane the Icelord,0,0,1050,107,N,Dawn,7,False,False,False,Fey,False,False
Kahudrarg the Barbarian,7,85,1000,11,81,Alive,239,250,180,Imgorad the Barbarian,Luxor the Moonprince,0,0,1050,108,SW,Night,8,False,False,False,Barbarians,False,False
Lorangriel the Fey,54,81,1000,54,81,Alive,255,250,190,Imgorthand the Fey,Malisane the Icelord,0,0,1100,109,N,Dawn,6,False,False,False,Fey,False,False
Carorthane the Fey,20,82,1000,20,82,Alive,255,250,170,Imorthorn the Fey,Glormarg the Icelord,0,0,1100,110,N,Dawn,6,False,False,False,Fey,False,False
Thorthand the Fey,49,84,1000,49,84,Alive,255,250,130,Lorangriel the Fey,Imgorarg the Dwarf,0,0,1050,111,N,Dawn,7,False,False,False,Fey,False,False
Berormane the Fey,42,87,1000,42,87,Alive,255,250,160,Lorangrim the Fey,Zarashand the Icelord,0,0,1050,112,N,Dawn,6,False,False,False,Fey,False,False
Imgormiel the Fey,57,87,1000,57,87,Alive,255,250,110,Imgorthand the Fey,Kahudrak the Barbarian,0,0,1050,113,N,Dawn,7,False,False,False,Fey,False,False
Careneon the Barbarian,8,86,1000,10,88,Alive,234,244,140,Kahudrarg the Barbarian,Thorarg the Giant,0,0,1050,114,NW,Night,9,False,False,False,Barbarians,False,False
Varangrand the Barbarian,14,85,1000,17,88,Alive,231,232,160,Kahudrarg the Barbarian,Thigrak the Dwarf,0,0,1050,115,NW,Night,8,False,False,False,Barbarians,False,False
Imgorthand the Fey,62,88,1000,62,88,Alive,255,250,190,Imorthorn the Fey,Glireon the Icelord,0,0,1100,116,N,Dawn,6,False,False,False,Fey,False,False
Lorangrim the Fey,46,90,1000,46,90,Alive,255,250,150,Imgorthand the Fey,Imgaril the Icelord,0,0,1100,117,N,Dawn,6,False,False,False,Fey,False,False
Tharand the Fey,27,93,1000,27,93,Alive,255,250,130,Carorthane the Fey,Anvarorn the Icelord,0,0,1050,118,N,Dawn,7,False,False,False,Fey,False,False
Torinarg the Barbarian,5,91,1000,2,94,Alive,243,250,180,Careneon the Barbarian,Ulformane the Giant,0,0,1050,119,NE,Night,8,False,False,False,Barbarians,False,False
Imorthesh the Fey,48,94,1000,48,94,Alive,255,250,150,Lorangrim the Fey,Lorelorn the Icelord,0,0,1050,120,N,Dawn,6,False,False,False,Fey,False,False
Anvortheon the Barbarian,11,92,1000,14,95,Alive,235,238,160,Careneon the Barbarian,Hagudril the Dwarf,0,0,1050,121,NW,Night,8,False,False,False,Barbarians,False,False
Obireon the Fey,63,95,1000,63,95,Alive,255,250,170,Imgorthand the Fey,Carorthad the Icelord,0,0,1050,122,N,Dawn,6,False,False,False,Fey,False,False
Obigrorn the Giant,13,25,1000,13,25,Alive,255,250,190,Varangrim the Giant,Thatruk the Dwarf,0,0,1050,123,N,Dawn,13,False,False,False,Giants,False,False
Imgasharg the Icelord,39,24,1000,35,25,Alive,239,250,170,Berudrarg the Icelord,Thormand the Fey,0,0,1050,124,E,Night,11,False,False,False,Heartstealer,False,False
Thangrarg the Icelord,43,25,1000,43,25,Alive,255,250,180,Glireon the Icelord,Imorthesh the Fey,0,0,1050,125,N,Dawn,11,False,False,False,Heartstealer,False,False
Kahudrak the Barbarian,16,69,1000,19,72,Alive,231,232,180,Lorangrorn the Barbarian,Berormane the Fey,0,0,1050,126,NW,Night,8,False,False,False,Barbarians,False,False
Carorthand the Fey,28,73,1000,28,73,Alive,255,250,190,Imorthorn the Fey,Talormane the Icelord,0,0,1050,127,N,Dawn,6,False,False,False,Fey,False,False
